species,count_year,how_many_cw,number_by_party_hours,flags
"Peregrine Falcon
[Falco peregrinus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",1,0.0102,
"Peregrine Falcon
[Falco peregrinus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Peregrine Falcon
[Falco peregrinus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",2,0.0321,
"Peregrine Falcon
[Falco peregrinus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.022,
"Peregrine Falcon
[Falco peregrinus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",1,0.011,
"Peregrine Falcon
[Falco peregrinus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Peregrine Falcon
[Falco peregrinus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Peregrine Falcon
[Falco peregrinus]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",,,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",68,0.9784,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",104,1.0607,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",57,0.5802,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",103,0.8155,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",73,1.1727,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",97,1.0659,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",30,0.3304,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",112,1.2444,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",123,1.3591,
"Orange-chinned Parakeet
[Brotogeris jugularis]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",180,2.8571,
"Brown-hooded Parrot
[Pyrilia haematotis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Brown-hooded Parrot
[Pyrilia haematotis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Brown-hooded Parrot
[Pyrilia haematotis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",9,0.0916,
"Brown-hooded Parrot
[Pyrilia haematotis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Brown-hooded Parrot
[Pyrilia haematotis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Brown-hooded Parrot
[Pyrilia haematotis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",10,0.1099,
"Brown-hooded Parrot
[Pyrilia haematotis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",12,0.1322,
"Brown-hooded Parrot
[Pyrilia haematotis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",6,0.0667,
"Brown-hooded Parrot
[Pyrilia haematotis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",10,0.1105,
"Brown-hooded Parrot
[Pyrilia haematotis]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",,,
"Red-lored Parrot
[Amazona autumnalis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Red-lored Parrot
[Amazona autumnalis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",4,0.0408,
"Red-lored Parrot
[Amazona autumnalis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Red-lored Parrot
[Amazona autumnalis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",11,0.0871,
"Red-lored Parrot
[Amazona autumnalis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Red-lored Parrot
[Amazona autumnalis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Red-lored Parrot
[Amazona autumnalis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Red-lored Parrot
[Amazona autumnalis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Red-lored Parrot
[Amazona autumnalis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Red-lored Parrot
[Amazona autumnalis]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",4,0.0635,
"Yellow-naped Parrot
[Amazona auropalliata]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",63,0.9065,
"Yellow-naped Parrot
[Amazona auropalliata]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",143,1.4584,
"Yellow-naped Parrot
[Amazona auropalliata]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",132,1.3435,
"Yellow-naped Parrot
[Amazona auropalliata]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",95,0.7522,
"Yellow-naped Parrot
[Amazona auropalliata]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",145,2.3293,
"Yellow-naped Parrot
[Amazona auropalliata]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",99,1.0879,
"Yellow-naped Parrot
[Amazona auropalliata]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",89,0.9802,
"Yellow-naped Parrot
[Amazona auropalliata]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",103,1.1444,
"Yellow-naped Parrot
[Amazona auropalliata]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",103,1.1381,
"Yellow-naped Parrot
[Amazona auropalliata]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",88,1.3968,
"White-fronted Parrot
[Amazona albifrons]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",94,1.3525,
"White-fronted Parrot
[Amazona albifrons]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",146,1.489,
"White-fronted Parrot
[Amazona albifrons]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",171,1.7405,
"White-fronted Parrot
[Amazona albifrons]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",238,1.8844,"HC,"
"White-fronted Parrot
[Amazona albifrons]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",174,2.7952,
"White-fronted Parrot
[Amazona albifrons]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",186,2.044,
"White-fronted Parrot
[Amazona albifrons]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",73,0.804,
"White-fronted Parrot
[Amazona albifrons]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",132,1.4667,
"White-fronted Parrot
[Amazona albifrons]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",176,1.9448,
"White-fronted Parrot
[Amazona albifrons]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",174,2.7619,
"Mealy Parrot
[Amazona farinosa]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Mealy Parrot
[Amazona farinosa]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Mealy Parrot
[Amazona farinosa]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Mealy Parrot
[Amazona farinosa]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"Mealy Parrot
[Amazona farinosa]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Mealy Parrot
[Amazona farinosa]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Mealy Parrot
[Amazona farinosa]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Mealy Parrot
[Amazona farinosa]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Mealy Parrot
[Amazona farinosa]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Mealy Parrot
[Amazona farinosa]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",7,0.1111,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",36,0.518,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",225,2.2947,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",161,1.6387,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",97,0.768,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",127,2.0402,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",61,0.6703,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",116,1.2775,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",110,1.2222,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",128,1.4144,
"Orange-fronted Parakeet
[Eupsittula canicularis]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",150,2.381,
"Barred Antshrike
[Thamnophilus doliatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",12,0.1727,
"Barred Antshrike
[Thamnophilus doliatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",11,0.1122,
"Barred Antshrike
[Thamnophilus doliatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",11,0.112,
"Barred Antshrike
[Thamnophilus doliatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",22,0.1742,
"Barred Antshrike
[Thamnophilus doliatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",5,0.0803,
"Barred Antshrike
[Thamnophilus doliatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",11,0.1209,
"Barred Antshrike
[Thamnophilus doliatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",10,0.1101,
"Barred Antshrike
[Thamnophilus doliatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",22,0.2444,
"Barred Antshrike
[Thamnophilus doliatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",12,0.1326,
"Barred Antshrike
[Thamnophilus doliatus]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",22,0.3492,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",3,0.0305,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",3,0.033,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",7,0.0771,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",4,0.0442,
"Black-crowned Antshrike
[Thamnophilus atrinucha]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",6,0.0952,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Northern Slaty-Antshrike
[Thamnophilus punctatus]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",,,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",5,0.0719,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",8,0.0816,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",7,0.0712,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",12,0.095,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",8,0.1285,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",3,0.033,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",9,0.0991,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",8,0.0889,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",2,0.0221,
"Olivaceous Woodcreeper
[Sittasomus griseicapillus]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",2,0.0317,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",1,0.0102,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",6,0.0475,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",5,0.0803,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",1,0.011,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",1,0.0111,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",4,0.0442,
"Ruddy Woodcreeper
[Dendrocincla homochroa]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",,,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",6,0.0863,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",5,0.051,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",27,0.2748,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",13,0.1029,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",11,0.1767,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",5,0.0549,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",6,0.0661,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",13,0.1444,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",8,0.0884,
"Northern Barred-Woodcreeper
[Dendrocolaptes sanctithomae]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",15,0.2381,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",5,0.0719,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",5,0.0509,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",9,0.1446,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",2,0.022,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",7,0.0778,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",5,0.0552,
"Ivory-billed Woodcreeper
[Xiphorhynchus flavigaster]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",1,0.0159,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",3,0.0432,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",12,0.1224,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",19,0.1934,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",24,0.19,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",16,0.257,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",13,0.1429,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",18,0.1982,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",24,0.2667,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",16,0.1768,
"Streak-headed Woodcreeper
[Lepidocolaptes souleyetii]","2019 [120]
Count Date: 12/28/2019
# Participants: 16
# Species Reported: 186
Total Hrs.: 63.00",12,0.1905,
"Plain Xenops
[Xenops minutus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Plain Xenops
[Xenops minutus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",1,0.0102,
"Plain Xenops
[Xenops minutus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Plain Xenops
[Xenops minutus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Plain Xenops
[Xenops minutus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Plain Xenops
[Xenops minutus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.011,
"Plain Xenops
[Xenops minutus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
